ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price (AUD),type_of_engine,engine_capacity,normalised_engine_capacity,normalised_num_of_doors,normalised_seating_capacity,normalised_fuel_consumption,normalised_price (AUD)
4885796,domestic assembly,used car,suv,120,black,cream,5,8,Petrol	2.4 L,nan,automatic,fwd - front-wheel drive,,mitsubishi,zinger,2010.0,Mitsubishi Zinger GLS 2.4 AT 2010,11740.91683,petrol,2.4,0.18253968253968253,0.09259259259259259,0.1702127659574468,,0.0053703703140966005
4885797,domestic assembly,used car,suv,0,white,cream,5,7,Diesel	2.2 L,nan,automatic,4wd - four-wheel drive (4wd),,hyundai,santafe,2017.0,Hyundai SantaFe 2.2L 4WD 2017,32388.73609,diesel,2.2,0.16666666666666669,0.09259259259259259,0.14893617021276595,,0.014814814760590423
4885800,imported,used car,suv,80,red,black,5,7,Diesel	2.0 L,nan,automatic,4wd - four-wheel drive (4wd),,ford,everest,2019.0,Ford Everest Titanium 2.0L 4x4 AT 2019,38664.05371,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.017685185132390834
4885801,imported,used car,suv,8,white,gray,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,mitsubishi,xpander,2022.0,Mitsubishi Xpander 1.5 AT 2022,22672.11526,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.010370370314374378
4885802,domestic assembly,used car,suv,20,black,black,4,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,mercedes benz,glc,2021.0,Mercedes Benz GLC 300 4Matic 2021,80971.8402,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.037037036973374404
4885806,domestic assembly,used car,suv,16,green,black,5,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mazda,cx5,2022.0,Mazda CX5 Premium 2.0 AT 2022 car,33400.88409,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.015277777722308535
4885808,imported,used car,sedan,70,brown,gray,4,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,,kia,rio,2016.0,Kia Rio 1.4 AT 2016,15991.93845,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,,0.007314814762460789
4885809,domestic assembly,used car,suv,0,grey,brown,5,8,Diesel	2.5 L,nan,manual,rfd - rear-wheel drive,,toyota,fortuner,2010.0,Toyota Fortuner 2.5G 2010,17813.80485,diesel,2.5,0.19047619047619047,0.09259259259259259,0.1702127659574468,,0.008148148093553386
4885818,imported,used car,crossover,128,white,white,5,5,Petrol	2.7 L,nan,automatic,fwd - front-wheel drive,,toyota,venza,2009.0,Toyota Venza 2.7 2009 car,24089.12247,petrol,2.7,0.20634920634920637,0.09259259259259259,0.10638297872340426,,0.011018518465353795
4885820,imported,used car,suv,7,black,red,5,5,Petrol	4.0 L,nan,automatic,awd - 4-wheel drive (awd),,mercedes benz,g class,2021.0,Mercedes Benz G class G63 AMG 2021,445345.1212,petrol,4.0,0.30952380952380953,0.09259259259259259,0.10638297872340426,,0.20370370364930032
4885824,domestic assembly,used car,hatchback,46,white,black,5,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,ford,focus,2012.0,Ford Focus 1.8 AT 2012,12753.06483,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.00583333327581471
4885826,domestic assembly,used car,sedan,80,white,black,4,5,Petrol	1.6 L,nan,automatic,fwd - front-wheel drive,,mazda,3,2014.0,Mazda 3S 1.6 AT 2014,14979.79044,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,,0.006851851796168615
4885827,imported,used car,suv,0,black,black,5,7,Diesel	2.0 L,nan,automatic,4wd - four-wheel drive (4wd),,ford,everest,2021.0,Ford Everest Titanium 2.0L 4x4 AT 2021,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.01851851846348343
4885831,domestic assembly,used car,sedan,112,white,black,4,5,Petrol	2.0 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,honda,civic,2012.0,Honda Civic 2.0 AT 2012,16153.88213,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,2.5e-05,0.007388888836335687
4885832,domestic assembly,used car,hatchback,32,red,red,5,5,Petrol	2.0 L,skyactiv,automatic,fwd - front-wheel drive,7.0,mazda,3,2020.0,Mazda 3 2.0L Sport Signature Premium 2020,26923.13687,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3.5e-05,0.012314814758164502
4885833,imported,used car,van/minivan,60,red,colorful,5,2,Petrol	1.0 L,nan,automatic,fwd - front-wheel drive,,kia,morning,2016.0,Kia Morning Van 1.0 AT 2016,10728.76883,petrol,1.0,0.07142857142857144,0.09259259259259259,0.0425531914893617,,0.004907407352378491
4885835,domestic assembly,used car,crossover,0,silver,gray,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2007.0,Toyota Innova G 2007 car,9109.332027,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.0041666666122572955
4885842,domestic assembly,used car,suv,21,grey,cream,5,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,mercedes benz,glc,2019.0,Mercedes Benz GLC 300 4Matic 2019,40485.92011,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.01851851846348343
4885845,domestic assembly,used car,crossover,83,green,colorful,5,7,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,7.0,kia,carens,2014.0,Kia Carens S SX 2.0 AT 2014,14372.50164,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.00657407401913775
4885846,domestic assembly,used car,hatchback,0,silver,black,5,5,Petrol	1.1 L,nan,manual,fwd - front-wheel drive,,kia,morning,2010.0,Kia Morning EX 1.1 MT Sportpack 2010,6680.17682,petrol,1.1,0.07936507936507936,0.09259259259259259,0.10638297872340426,,0.0030555555009319875
4885849,domestic assembly,used car,sedan,55,red,black,4,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mazda,6,2015.0,Mazda 6 2.0 AT 2015,21255.10806,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.009722222167969023
4885850,domestic assembly,used car,sedan,20,white,black,4,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,9.0,mazda,6,2020.0,Mazda 6 Luxury 2.0 AT 2020,27085.08055,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,4.5e-05,0.0123888888320394
4885853,domestic assembly,used car,van/minivan,82,silver,silver,5,2,Petrol	0.8 L,nan,manual,fwd - front-wheel drive,5.0,chevrolet,spark,2014.0,Chevrolet Spark Lite Van 0.8 MT 2014,4412.965292,petrol,0.8,0.05555555555555556,0.09259259259259259,0.0425531914893617,2.5e-05,0.00201851846302417
4885854,domestic assembly,used car,sedan,89,white,grey,4,5,Petrol	1.6 L, dohc,automatic,fwd - front-wheel drive,6.0,hyundai,avante,2011.0,Hyundai Avante 1.6 AT 2011,12064.80419,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,3e-05,0.005518518461846395
4885857,domestic assembly,used car,suv,0,silver,gray,5,7,Petrol	3.0 L,nan,manual,4wd - four-wheel drive (4wd),,mitsubishi,pajero,2002.0,Mitsubishi Pajero 3.0 2002,5060.740014,petrol,3.0,0.23015873015873015,0.09259259259259259,0.14893617021276595,,0.0023148147594385733
4885860,domestic assembly,used car,hatchback,38,take note,cream,5,5,Petrol	1.25 L,nan,automatic,fwd - front-wheel drive,,kia,morning,2019.0,Kia Morning Luxury 2019 car,13360.35363,petrol,1.25,0.09126984126984126,0.09259259259259259,0.10638297872340426,,0.006111111052845576
4885861,domestic assembly,used car,crossover,55,brown,gray,5,7,Petrol	2.0 L,nan,manual,fwd - front-wheel drive,,kia,carens,2015.0,Kia Carens SX 2.0 MT 2015,14089.1002,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.006444444389856679
4885864,domestic assembly,used car,suv,182,grey,grey,5,8,Diesel	2.5 L,spray,manual,rfd - rear-wheel drive,6.0,toyota,fortuner,2009.0,Toyota Fortuner 2.5G 2009,17894.77669,diesel,2.5,0.19047619047619047,0.09259259259259259,0.1702127659574468,3e-05,0.008185185130490834
4885866,domestic assembly,used car,sedan,27,black,black,4,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,kia,cerato,2020.0,Kia Cerato 2.0 AT Premium 2020 car,23886.69287,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.010925925873010172
4885870,imported,new car,sedan,0,green,black,4,5,Petrol	2.4 L,gasoline,automatic,awd - 4-wheel drive (awd),10.0,subaru,wrx,2023.0,Subaru WRX 2.4 CVT 2023,80971.8402,petrol,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,5e-05,0.037037036973374404
4885875,domestic assembly,used car,suv,0,black,black,5,8,Petrol	2.8 L,nan,manual,fwd - front-wheel drive,,isuzu,hi lander,2004.0,Isuzu Hi lander 2004,2550.612967,petrol,2.8,0.21428571428571427,0.09259259259259259,0.1702127659574468,,0.0011666666111758161
4885878,domestic assembly,used car,hatchback,47,white,gray,5,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,,vinfast,fadil,2019.0,VinFast Fadil 1.4 AT 2019 car,12348.20563,petrol,1.4,0.10317460317460317,0.09259259259259259,0.10638297872340426,,0.005648148091127466
4885879,imported,used car,hatchback,15,silver,black,5,5,Petrol	1.1 L,nan,manual,fwd - front-wheel drive,9.0,hyundai,getz,2010.0,Hyundai Getz 1.1 MT 2010,5627.542895,petrol,1.1,0.07936507936507936,0.09259259259259259,0.10638297872340426,4.5e-05,0.0025740740184581213
4885884,domestic assembly,used car,crossover,50,red,black,5,5,Petrol	1.4 L,xang,automatic,fwd - front-wheel drive,5.0,kia,seltos,2021.0,Kia Seltos Premium 1.4 AT 2021,27530.42567,petrol,1.4,0.10317460317460317,0.09259259259259259,0.10638297872340426,2.5e-05,0.012592592535195369
4885885,domestic assembly,used car,crossover,0,silver,brown,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2017.0,Toyota Innova 2.0E 2017 car,19676.15717,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.008999999943114708
4885890,imported,used car,suv,60,black,black,5,7,Petrol	5.7 L,nan,automatic,awd - 4-wheel drive (awd),,lexus,lx,2016.0,Lexus LX 570 2016,202429.6005,petrol,5.7,0.4444444444444445,0.09259259259259259,0.14893617021276595,,0.09259259251676949
4885891,domestic assembly,used car,suv,50,brown,brown,5,8,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2019.0,Toyota Fortuner 2.4G 4x2 AT 2019,36234.8985,diesel,2.4,0.18253968253968253,0.09259259259259259,0.1702127659574468,,0.016574074019693307
4885898,domestic assembly,used car,crossover,118,silver,gray,5,7,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2011.0,Toyota Innova GSR 2011,13562.78324,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.006203703649763262
4885899,imported,used car,4x4,185,silver,silver,4,5,Diesel	3.2 L,nan,automatic,4wd - four-wheel drive (4wd),9.0,ford,ranger,2016.0,Ford Ranger Wildtrak 3.2L 4x4 AT 2016,26315.84807,diesel,3.2,0.24603174603174605,0.07407407407407407,0.10638297872340426,4.5e-05,0.012037036981133637
4885902,domestic assembly,used car,sedan,9,white,gray,4,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,,hyundai,accent,2020.0,Hyundai Accent 1.4 ATH 2020,19028.38245,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,,0.00870370364761512
4885904,imported,new car,suv,0,black,colorful,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,mitsubishi,xpander,2023.0,Mitsubishi Xpander 1.5 AT 2023,22307.74198,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.010203703648155859
4885905,domestic assembly,used car,sedan,59,white,black,4,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mazda,3,2015.0,Mazda 3 2.0 AT 2015,18866.43877,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.008629629573740222
4885910,domestic assembly,used car,crossover,0,grey,gray,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2017.0,Toyota Innova 2.0E 2017 car,20647.81925,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.009444444386364095
4885911,domestic assembly,used car,crossover,50,red,cream,5,5,Petrol	1.4 L,direct fuel injection,automatic,fwd - front-wheel drive,7.0,kia,seltos,2021.0,Kia Seltos Premium 1.4 AT 2021,27489.93975,petrol,1.4,0.10317460317460317,0.09259259259259259,0.10638297872340426,3.5e-05,0.012574074016726645
4885919,domestic assembly,used car,suv,20,black,black,5,7,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,10.0,vinfast,lux sa 2.0,2022.0,VinFast Lux SA 2.0 Standard 2022 car,35425.18009,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,5e-05,0.016203703645744756
4885927,domestic assembly,used car,sedan,37,brown,cream,4,5,Petrol	1.5 L,nan,manual,fwd - front-wheel drive,,toyota,vios,2019.0,Toyota Vios 1.5E MT 2019,15991.93845,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.007314814762460789
4885931,domestic assembly,used car,hatchback,0,white,colorful,5,5,Petrol	0.8 L,nan,manual,fwd - front-wheel drive,,daewoo,matiz,1998.0,Daewoo Matiz 0.8 MT 1998,1336.035363,petrol,0.8,0.05555555555555556,0.09259259259259259,0.10638297872340426,,0.000611111055284459
4885933,imported,used car,suv,36,black,black,5,7,Diesel	2.0 L,nan,automatic,rfd - rear-wheel drive,,ford,everest,2021.0,Ford Everest Titanium 2.0L 4x2 AT 2021,39676.20171,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.018148148094108946
4885937,domestic assembly,used car,hatchback,38,white,colorful,5,5,Petrol	1.25 L,nan,automatic,fwd - front-wheel drive,,hyundai,i10,2018.0,Hyundai i10 Grand 1.2 AT 2018 car,14493.9594,petrol,1.25,0.09126984126984126,0.09259259259259259,0.10638297872340426,,0.006629629574543923
4885939,domestic assembly,used car,hatchback,0,silver,black,5,5,Petrol	1.1 L,nan,manual,fwd - front-wheel drive,,kia,morning,2011.0,Kia Morning EX 1.1 MT 2011,5182.197774,petrol,1.1,0.07936507936507936,0.09259259259259259,0.10638297872340426,,0.0023703703148447467
4885943,imported,used car,suv,19,black,black,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,crv,2019.0,Honda CRV L 2019,38461.62411,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.017592592540047212
4885946,domestic assembly,used car,sedan,13,green,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,mazda,3,2021.0,Mazda 3 1.5L Luxury 2021,23886.69287,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.010925925873010172
4885947,imported,used car,suv,40,black,brown,5,4,Petrol	5.0 L,turbochargers,automatic,awd - 4-wheel drive (awd),12.0,landrover,range rover,2015.0,LandRover Range Rover Autobiography LWB 5.0 2015,161943.6805,petrol,5.0,0.38888888888888895,0.09259259259259259,0.0851063829787234,6e-05,0.0740740740480451
4885950,domestic assembly,used car,hatchback,0,white,colorful,5,5,Petrol	1.1 L,nan,manual,fwd - front-wheel drive,,kia,morning,2011.0,Kia Morning LX 1.1 MT 2011,4777.338573,petrol,1.1,0.07936507936507936,0.09259259259259259,0.10638297872340426,,0.0021851851297000962
4885952,imported,used car,4x4,110,green,black,4,5,Diesel	2.2 L,nan,automatic,rfd - rear-wheel drive,6.0,mazda,bt50,2015.0,Mazda BT50 2.2L 4x2 AT 2015,17408.94565,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,3e-05,0.007962962908866144
4885955,domestic assembly,used car,sedan,24,black,brown,4,5,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,mercedes benz,e class,2019.0,Mercedes Benz E class E300 AMG 2019,80971.8402,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.037037036973374404
4885957,domestic assembly,used car,sedan,60,white,cream,4,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla altis,2019.0,Toyota Corolla altis 1.8G AT 2019,24251.06615,petrol,1.8,0.1349206349206349,0.07407407407407407,0.10638297872340426,,0.011092592539228693
4885963,domestic assembly,used car,truck,0,green,gray,2,2,Petrol	1.0 L,nan,manual,rfd - rear-wheel drive,,suzuki,super carry truck,2013.0,Suzuki Super Carry Truck 1.0 MT 2013,3967.620171,petrol,1.0,0.07142857142857144,0.037037037037037035,0.0425531914893617,,0.0018148147594107956
4885964,imported,used car,suv,3,black,black,5,7,Petrol	3.4 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),12.0,toyota,land cruiser,2021.0,Toyota Land Cruiser 3.5 V6 2021,161943.6805,petrol,3.4,0.2619047619047619,0.09259259259259259,0.14893617021276595,6e-05,0.0740740740480451
4885966,domestic assembly,used car,sedan,33,white,red,4,5,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,mercedes benz,c class,2017.0,Mercedes Benz C class C300 AMG 2017,40485.92011,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.01851851846348343
4885970,domestic assembly,used car,crossover,110,silver,gray,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2015.0,Toyota Innova 2.0E 2015 car,16194.36805,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.007407407354804411
4885971,domestic assembly,used car,sedan,1,white,white,4,5,Petrol	1.6 L,nan,manual,fwd - front-wheel drive,,kia,cerato,2017.0,Kia Cerato 1.6 MT 2017,15789.50884,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,,0.007222222165543104
4885973,domestic assembly,used car,hatchback,41,white,black,5,5,Petrol	1.25 L,nan,automatic,fwd - front-wheel drive,,hyundai,i10,2019.0,Hyundai i10 Grand 1.2 AT 2019 car,14939.30452,petrol,1.25,0.09126984126984126,0.09259259259259259,0.10638297872340426,,0.006833333277699891
4885993,domestic assembly,used car,crossover,55,copper,orange,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,8.0,toyota,innova,2019.0,Toyota Innova 2.0E 2019 car,24089.12247,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,4e-05,0.011018518465353795
4885994,domestic assembly,used car,sedan,40,white,cream,4,5,Petrol	3.0 L,nan,automatic,rfd - rear-wheel drive,,mercedes benz,s class,2018.0,Mercedes Benz S class S450L Luxury 2018,80971.8402,petrol,3.0,0.23015873015873015,0.07407407407407407,0.10638297872340426,,0.037037036973374404
4886003,imported,used car,4x4,76,take note,colorful,4,5,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,mitsubishi,triton,2019.0,Mitsubishi Triton 4x2 AT Mivec Base 2019,22469.68566,diesel,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,,0.010277777722030755
4886016,imported,new car,4x4,0,orange,black,4,5,Diesel	2.4 L,nan,automatic,4wd - four-wheel drive (4wd),,mitsubishi,triton,2023.0,Mitsubishi Triton Athlete 4x4 AT 2023,29352.29208,diesel,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,,0.01342592587086203
4886019,imported,used car,sedan,18,white,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,mazda,2,2020.0,Mazda 2 Deluxe 2020 car,18016.23445,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.00824074068589701
4886030,imported,used car,van/minivan,0,white,gray,5,2,Petrol	1.0 L,nan,automatic,fwd - front-wheel drive,6.0,kia,morning,2012.0,Kia Morning Van 1.0 AT 2012,0.008097184,petrol,1.0,0.07142857142857144,0.09259259259259259,0.0425531914893617,3e-05,3.6481480285611724e-09
4886037,domestic assembly,used car,sedan,30,green,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,mazda,3,2019.0,Mazda 3 1.5L Luxury 2019,22874.54486,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.010462962906718
4886038,domestic assembly,used car,crossover,20,white,black,5,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,hyundai,kona,2020.0,Hyundai Kona 2.0 AT 2020 car,22267.25606,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.010185185129687134
4886043,domestic assembly,used car,suv,24,grey,cream,5,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,mercedes benz,glc,2020.0,Mercedes Benz GLC 300 4Matic 2020,40485.92011,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.01851851846348343
4886048,domestic assembly,used car,sedan,12,silver,gray,4,5,Petrol	1.6 L,5,manual,fwd - front-wheel drive,5.0,chevrolet,lacetti,2012.0,Chevrolet Lacetti 1.6 2012,6275.317617,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,2.5e-05,0.0028703703148725244
4886056,domestic assembly,new car,crossover,0,white,cream,5,5,Electric	0.1 L, electricity,automatic,fwd - front-wheel drive,0.0,vinfast,vf e34,2023.0,VinFast VF e34 AT 2023 car,20040.53045,electric,0.1,0.0,0.09259259259259259,0.10638297872340426,0.0,0.009166666609333228
4886061,domestic assembly,used car,sedan,29,white,cream,4,5,Petrol	1.6 L,nan,automatic,fwd - front-wheel drive,,hyundai,elantra,2018.0,Hyundai Elantra 1.6 AT 2018,21578.99542,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,,0.009870370315718819
4886065,domestic assembly,used car,suv,121,white,black,5,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mazda,cx5,2016.0,Mazda CX5 2.0 AT 2016,22469.68566,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.010277777722030755
4886073,domestic assembly,used car,suv,66,white,cream,5,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,8.0,honda,crv,2015.0,Honda CRV 2.0 AT 2015,24615.43943,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,4e-05,0.011259259205447212
4886076,domestic assembly,used car,sedan,94,black,cream,4,5,Petrol	2.4 L,nan,automatic,fwd - front-wheel drive,,toyota,camry,2011.0,Toyota Camry 2.4G 2011,18218.66405,petrol,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,,0.00833333327824063
4886080,domestic assembly,used car,crossover,24,red,cream,5,5,Petrol	1.6 L,nan,automatic,fwd - front-wheel drive,8.0,hyundai,tucson,2019.0,Hyundai Tucson 1.6 AT Turbo 2019,31174.15849,petrol,1.6,0.11904761904761905,0.09259259259259259,0.10638297872340426,4e-05,0.014259259206528693
4886083,domestic assembly,used car,suv,6,black,black,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,crv,2022.0,Honda CRV LSE 2022,40485.92011,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.01851851846348343
4886084,domestic assembly,used car,suv,32,brown,black,5,5,Petrol	1.5 L,direct fuel injection,automatic,fwd - front-wheel drive,7.0,ford,ecosport,2021.0,Ford EcoSport Titanium 1.5 AT 2021,22510.17158,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,3.5e-05,0.01029629624049948
4886090,domestic assembly,used car,suv,14,white,brown,5,7,Petrol	2.0 L,aah,automatic,rfd - rear-wheel drive,10.0,vinfast,lux sa 2.0,2020.0,VinFast Lux SA 2.0 2.0 AT 2020 car,32348.25017,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,5e-05,0.0147962962421217
4886091,imported,used car,sedan,31,red,black,4,5,Petrol	1.2 L,nan,automatic,fwd - front-wheel drive,6.0,mitsubishi,attrage,2019.0,Mitsubishi Attrage 1.2 CVT 2019,15789.50884,petrol,1.2,0.0873015873015873,0.07407407407407407,0.10638297872340426,3e-05,0.007222222165543104
4886096,domestic assembly,used car,crossover,23,white,black,5,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,hyundai,kona,2018.0,Hyundai Kona 2.0 ATH 2018,23036.48854,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.010537036980592896
4886100,domestic assembly,used car,sedan,0,black,cream,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,toyota,vios,2019.0,Toyota Vios 1.5E CVT 2019,19028.38245,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.00870370364761512
4886101,domestic assembly,used car,hatchback,50,white,brown,5,5,Petrol	1.25 L,nan,automatic,fwd - front-wheel drive,,hyundai,i10,2018.0,Hyundai i10 Grand 1.2 AT 2018 car,14979.79044,petrol,1.25,0.09126984126984126,0.09259259259259259,0.10638297872340426,,0.006851851796168615
4886102,domestic assembly,used car,sedan,0,red,colorful,4,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,,kia,soluto,2019.0,Kia Soluto 1.4 AT Deluxe 2019,16194.36805,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,,0.007407407354804411
4886106,domestic assembly,used car,suv,178,white,cream,5,8,Petrol	2.7 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2014.0,Toyota Fortuner 2.7V 4x2 AT 2014,22267.25606,petrol,2.7,0.20634920634920637,0.09259259259259259,0.1702127659574468,,0.010185185129687134
4886114,domestic assembly,used car,suv,190,silver,cream,5,8,Diesel	2.5 L,nan,manual,rfd - rear-wheel drive,,toyota,fortuner,2015.0,Toyota Fortuner 2.5G 2015,23076.97446,diesel,2.5,0.19047619047619047,0.09259259259259259,0.1702127659574468,,0.010555555499061623
4886115,domestic assembly,used car,sedan,0,white,cream,4,5,Petrol	1.6 L,nan,manual,fwd - front-wheel drive,,kia,cerato,2018.0,Kia Cerato 1.6 MT 2018,17206.51605,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,,0.00787037031652252
4886118,domestic assembly,used car,sedan,0,white,colorful,4,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,,hyundai,accent,2019.0,Hyundai Accent 1.4 AT 2019,18825.95285,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,,0.008611111055271497
4886121,imported,used car,4x4,44,black,black,4,5,Diesel	2.2 L,nan,automatic,rfd - rear-wheel drive,,ford,ranger,2021.0,Ford Ranger XLS 2.2L 4x2 AT 2021,24696.41127,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,,0.011296296242384662
4886122,domestic assembly,used car,sedan,56,black,gray,4,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,7.0,hyundai,elantra,2017.0,Hyundai Elantra 2.0 AT 2017,18421.09365,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,3.5e-05,0.008425925870584253
4886126,imported,used car,hatchback,0,silver,colorful,5,5,Petrol	1.1 L,nan,manual,fwd - front-wheel drive,,hyundai,getz,2010.0,Hyundai Getz 1.1 MT 2010,5991.916176,petrol,1.1,0.07936507936507936,0.09259259259259259,0.10638297872340426,,0.0027407406851340473
