ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price (AUD),type_of_engine,engine_capacity,normalised_engine_capacity,normalised_num_of_doors,normalised_seating_capacity,normalised_fuel_consumption,normalised_price (AUD)
3375986,imported,new car,suv,0,black,colorful,5,7,Petrol	2.0 L,"turbocharged, direct fuel injection",automatic,awd - 4-wheel drive (awd),7.0,volkswagen,tiguan,2022.0,Volkswagen Tiguan Luxury S 2022,40485.92011,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.01851851846348343
3376232,imported,new car,suv,0,black,black,5,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8V 2023,34251.08841,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.015666666610151744
3376236,imported,new car,suv,0,white,brown,5,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8V 2023,34251.08841,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.015666666610151744
3376361,imported,new car,suv,0,green,brown,5,5,Petrol	1.8 L,direct fuel injection,automatic,fwd - front-wheel drive,6.0,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8V 2023,34817.89129,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,3e-05,0.01592592586871389
3377992,imported,new car,suv,0,grey,black,5,7,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,suzuki,xl7,2022.0,Suzuki XL7 1.5 AT 2022 car,21862.39686,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,2.5e-05,0.00999999994499989
3378087,domestic assembly,new car,suv,0,brown,black,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,crv,2023.0,Honda CRV G 2023 car,40485.92011,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3379690,imported,new car,suv,0,red,brown,5,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8V 2023,34251.08841,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.015666666610151744
3380462,domestic assembly,new car,suv,0,black,black,5,5,Petrol	2.0 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2023.0,Mazda CX5 2.0 Premium 2023 car,32955.53897,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3e-05,0.015074074019152568
3381200,imported,new car,suv,0,red,brown,5,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8V 2023,32834.08121,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.015018518463746392
3381250,domestic assembly,new car,sedan,0,red,black,4,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2022.0,Mazda 3 1.5L Luxury 2022,24858.35495,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.01137037031625956
3381284,domestic assembly,new car,suv,0,green,black,5,5,Petrol	2.0 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2022.0,Mazda CX5 Deluxe 2.0 AT 2022 car,30526.38376,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3e-05,0.013962962906455038
3382863,imported,new car,suv,0,red,brown,5,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8V 2023,34251.08841,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.015666666610151744
3387469,imported,new car,suv,0,red,brown,5,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla cross,2022.0,Toyota Corolla Cross 1.8V 2022,34251.08841,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.015666666610151744
3389526,imported,new car,suv,0,white,brown,5,7,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,volvo,xc90,2022.0,Volvo XC90 Ultimate 2022 car,161943.6805,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.0740740740480451
3403849,domestic assembly,new car,sedan,0,red,black,4,5,Petrol	2.0 L,direct gasoline,automatic,rfd - rear-wheel drive,7.0,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Standard 2022 car,35668.09562,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,3.5e-05,0.016314814761131165
3413223,domestic assembly,new car,suv,0,black,black,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,crv,2022.0,Honda CRV L 2022 car,40485.92011,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3413400,domestic assembly,new car,suv,0,black,black,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,crv,2022.0,Honda CRV G 2022 car,40485.92011,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3414491,domestic assembly,new car,suv,0,white,black,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,crv,2022.0,Honda CRV L 2022 car,40485.92011,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3416430,imported,new car,sedan,0,white,black,4,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mazda,2,2022.0,Mazda 2 Luxury 2022 car,19838.10085,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,2.5e-05,0.009074074016989606
3416611,domestic assembly,new car,suv,0,red,black,5,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mazda,cx5,2022.0,Mazda CX5 Premium 2.0 AT 2022 car,33157.96857,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.015166666611496188
3416677,imported,new car,suv,0,orange,black,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,6.0,suzuki,xl7,2022.0,Suzuki XL7 1.5 AT 2022 car,24251.06615,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,3e-05,0.011092592539228693
3421219,domestic assembly,new car,suv,0,black,black,5,7,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mitsubishi,outlander,2023.0,Mitsubishi Outlander 2.0 CVT 2023,33400.88409,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.015277777722308535
3421232,domestic assembly,new car,suv,0,black,black,5,7,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mitsubishi,outlander,2023.0,Mitsubishi Outlander Premium 2.0 CVT 2023,38461.62411,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.017592592540047212
3421305,domestic assembly,new car,suv,0,red,-,5,7,Diesel	2.2 L,nan,automatic,fwd - front-wheel drive,,kia,sorento,2022.0,Kia Sorento Luxury 2.2 AT 2022,40485.92011,diesel,2.2,0.16666666666666669,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3425742,domestic assembly,new car,suv,0,white,black,5,7,Diesel	2.4 L,nan,manual,rfd - rear-wheel drive,,toyota,fortuner,2023.0,Toyota Fortuner 2.4L 4x2 MT 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3426086,domestic assembly,new car,suv,0,silver,black,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3426269,domestic assembly,new car,suv,0,white,black,5,7,Diesel	2.4 L,nan,manual,rfd - rear-wheel drive,,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 MT 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3427048,domestic assembly,new car,suv,0,silver,black,5,7,Diesel	2.4 L,direct fuel injection,automatic,rfd - rear-wheel drive,8.0,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,4e-05,0.01851851846348343
3427131,domestic assembly,new car,suv,0,silver,black,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3433619,domestic assembly,new car,4x4,0,yellow,black,4,5,Diesel	2.0 L,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,39352.31435,diesel,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,3.5e-05,0.01799999994635915
3433628,domestic assembly,new car,4x4,0,silver,black,4,5,Diesel	2.0 L,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,39068.91291,diesel,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,3.5e-05,0.01787037031707808
3433652,imported,new car,suv,0,white,black,5,7,Diesel	2.0 L,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Sport 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.01851851846348343
3433664,imported,new car,suv,0,red,black,5,7,Diesel	2.0 L,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Titanium 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.01851851846348343
3433698,imported,new car,suv,0,black,black,5,7,Petrol	2.3 L,ecoboost turbocharged fuel injection,automatic,awd - 4-wheel drive (awd),10.0,ford,explorer,2023.0,Ford Explorer Limited 2.3L EcoBoost 2023,80971.8402,petrol,2.3,0.1746031746031746,0.09259259259259259,0.14893617021276595,5e-05,0.037037036973374404
3435400,imported,new car,suv,0,silver,black,5,7,Diesel	2.0 L,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Ambiente 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.01851851846348343
3435455,domestic assembly,new car,4x4,0,white,black,4,5,Diesel	2.2 L,single turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XLS 2.0L 4x4 AT 2023,30607.35561,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,3.5e-05,0.01399999994796655
3435509,domestic assembly,new car,van/minivan,0,silver,cream,4,6,Diesel	2.2 L,turbo oil injection,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Van 2023,34372.54617,diesel,2.2,0.16666666666666669,0.07407407407407407,0.1276595744680851,4.5e-05,0.015722222165557923
3437056,domestic assembly,new car,suv,0,red,cream,5,7,Diesel	2.2 L,fuel injection,automatic,fwd - front-wheel drive,,kia,sorento,2022.0,Kia Sorento Luxury 2.2 AT 2022,40485.92011,diesel,2.2,0.16666666666666669,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3437087,imported,new car,suv,0,green,black,5,7,Diesel	2.0 L,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Sport 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.01851851846348343
3437511,imported,new car,suv,0,black,black,5,7,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,,suzuki,xl7,2022.0,Suzuki XL7 1.5 AT 2022 car,24251.06615,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.011092592539228693
3438943,domestic assembly,new car,suv,0,silver,black,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3439275,domestic assembly,new car,suv,0,silver,black,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2022.0,Toyota Fortuner 2.4L 4x2 AT 2022,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3439560,imported,new car,suv,0,white,brown,5,5,Hybrid	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8HV 2023,37894.82122,hybrid,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.017333333276911007
3444032,domestic assembly,new car,suv,0,green,white,5,7,Diesel	2.2 L,nan,automatic,awd - 4-wheel drive (awd),,kia,sorento,2023.0,Kia Sorento Signature 2.2 AT AWD 2023,40485.92011,diesel,2.2,0.16666666666666669,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3444039,domestic assembly,new car,crossover,0,red,-,5,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,,kia,seltos,2023.0,Kia Seltos Deluxe 1.4 AT 2023,26680.22135,petrol,1.4,0.10317460317460317,0.09259259259259259,0.10638297872340426,,0.012203703647352156
3445465,imported,new car,hatchback,0,white,black,5,5,Petrol	1.2 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,suzuki,swift,2023.0,Suzuki Swift GLX 1.2 AT 2023 car,22631.62934,petrol,1.2,0.0873015873015873,0.09259259259259259,0.10638297872340426,2.5e-05,0.010351851795905653
3453700,imported,new car,sedan,0,red,black,4,5,Petrol	1.4 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,suzuki,ciaz,2022.0,Suzuki Ciaz 1.4 AT 2022 car,21619.48134,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,2.5e-05,0.009888888834187542
3454956,domestic assembly,new car,suv,0,white,black,5,7,Diesel	2.4 L,nan,manual,rfd - rear-wheel drive,,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 MT 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3454961,domestic assembly,new car,suv,0,black,black,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3455197,domestic assembly,new car,suv,0,red,black,5,7,Petrol	2.0 L, electronic fuel injection,automatic,rfd - rear-wheel drive,10.0,vinfast,lux sa 2.0,2022.0,VinFast Lux SA 2.0 Advanced 2022 car,40485.92011,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,5e-05,0.01851851846348343
3455236,domestic assembly,new car,suv,0,white,black,5,7,Petrol	2.0 L,electronic fuel injection,automatic,rfd - rear-wheel drive,10.0,vinfast,lux sa 2.0,2022.0,VinFast Lux SA 2.0 Standard 2022 car,40485.92011,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,5e-05,0.01851851846348343
3455350,domestic assembly,new car,sedan,0,white,black,4,5,Petrol	2.0 L, electronic fuel injection,automatic,rfd - rear-wheel drive,8.0,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Premium 2022 Car,40485.92011,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,4e-05,0.01851851846348343
3456044,domestic assembly,new car,suv,0,white,colorful,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT Legender 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3456110,imported,new car,4x4,0,red,black,4,5,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,mitsubishi,triton,2022.0,Mitsubishi Triton 4x2 AT 2022,26315.84807,diesel,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,,0.012037036981133637
3456397,imported,new car,suv,0,black,black,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,mitsubishi,pajero sport,2022.0,Mitsubishi Pajero Sport 2.4D 4x2 AT 2022,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3457160,imported,new car,suv,0,white,black,5,7,Diesel	2.4 L,nan,automatic,4wd - four-wheel drive (4wd),,mitsubishi,pajero sport,2022.0,Mitsubishi Pajero Sport 2.4D 4x4 AT 2022,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
3457898,imported,new car,hatchback,0,orange,cream,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,toyota,yaris,2023.0,Toyota Yaris G 1.5 AT 2023,27692.36935,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,3e-05,0.012666666609070266
3458011,domestic assembly,new car,sedan,0,white,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,6.0,mazda,3,2022.0,Mazda 3 1.5L Deluxe 2022,24453.49575,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.011185185131572314
3458033,domestic assembly,new car,sedan,0,white,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,6.0,mazda,3,2022.0,Mazda 3 1.5L Luxury 2022,25546.61559,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.011685185130227874
3461905,domestic assembly,new car,suv,0,green,black,5,5,Petrol	2.0 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2023.0,Mazda CX5 2.0 Luxury 2023 car,32145.82057,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3e-05,0.014703703649778077
3463170,domestic assembly,new car,crossover,0,white,brown,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2023.0,Toyota Innova E 2.0 MT 2023,30566.86968,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.013981481424923762
3465752,imported,new car,hatchback,0,green,cream,5,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,toyota,yaris,2023.0,Toyota Yaris G 1.5 AT 2023,27692.36935,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,,0.012666666609070266
3467748,imported,new car,suv,0,white,black,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,8.0,mitsubishi,pajero sport,2022.0,Mitsubishi Pajero Sport 2.4D 4x2 AT 2022,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,4e-05,0.01851851846348343
3468107,domestic assembly,new car,crossover,0,copper,black,5,8,Petrol	2.0 L,electronic fuel injection,automatic,rfd - rear-wheel drive,10.0,toyota,innova,2023.0,Toyota Innova G 2.0 AT 2023 car,35222.75049,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,5e-05,0.01611111105340113
3468115,domestic assembly,new car,suv,0,white,black,5,7,Diesel	2.8 L,nan,automatic,4wd - four-wheel drive (4wd),9.0,toyota,fortuner,2023.0,Toyota Fortuner 2.8V 4x4 AT Legender 2023,19028.38245,diesel,2.8,0.21428571428571427,0.09259259259259259,0.14893617021276595,4.5e-05,0.00870370364761512
3468141,imported,new car,suv,0,green,black,5,5,Petrol	1.8 L,electronic fuel injection,automatic,fwd - front-wheel drive,8.0,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8V 2023,34817.89129,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,4e-05,0.01592592586871389
3468614,domestic assembly,new car,suv,0,grey,gray,5,7,Diesel	2.2 L,electronic oil spray,automatic,awd - 4-wheel drive (awd),6.0,kia,sorento,2023.0,Kia Sorento Signature 2.2 AT AWD 2023,40485.92011,diesel,2.2,0.16666666666666669,0.09259259259259259,0.14893617021276595,3e-05,0.01851851846348343
3469002,domestic assembly,new car,sedan,0,white,black,4,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mazda,3,2023.0,Mazda 3 1.5L Deluxe 2023,25465.64375,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,2.5e-05,0.011648148093290425
3469279,imported,new car,hatchback,0,red,different color,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mazda,2,2023.0,Mazda 2 Sport Luxury 2023 car,20931.2207,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,2.5e-05,0.00957407402021923
3472556,domestic assembly,used car,crossover,62,sand,gray,5,8,Petrol	2.0 L,electronic fuel injection,manual,rfd - rear-wheel drive,7.0,toyota,innova,2016.0,Toyota Innova 2.0E 2016 car,14898.8186,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,3.5e-05,0.006814814759231167
3473414,domestic assembly,new car,sedan,0,black,black,4,5,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Standard 2022 car,35668.09562,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.016314814761131165
3473431,domestic assembly,new car,sedan,0,white,black,4,5,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Standard 2022 car,35668.09562,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.016314814761131165
3473483,domestic assembly,new car,sedan,0,orange,brown,4,5,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Premium 2022 Car,40485.92011,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.01851851846348343
3473647,domestic assembly,new car,crossover,0,silver,brown,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2023.0,Toyota Innova E 2.0 MT 2023,30566.86968,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.013981481424923762
3482291,imported,new car,hatchback,0,green,brown,6,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mini,cooper,2022.0,Mini Cooper Clubman S 2022,80971.8402,petrol,2.0,0.15079365079365079,0.1111111111111111,0.10638297872340426,,0.037037036973374404
3483764,imported,new car,4x4,0,white,black,4,5,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,mitsubishi,triton,2022.0,Mitsubishi Triton 4x2 AT 2022,26315.84807,diesel,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,,0.012037036981133637
3489346,domestic assembly,new car,crossover,0,silver,black,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2023.0,Toyota Innova E 2.0 MT 2023,30566.86968,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.013981481424923762
